Dish ID,Predicted Ingredients,Precision,Recall,Ingredients num Predicted
dish_1562691737,"['White steamed rice', 'Broccoli florets', 'Yellow mango chunks', 'Red watermelon cubes', 'Orange carrot cubes', 'White/light colored root vegetable (possibly parsnip or turnip) cubes']",,,
dish_1562698132,"['Zucchini', 'Red cherry tomatoes', 'White fish (appears to be a flaky white fish variety)', 'Pearl onions', 'Garlic (visible in the sautéed mixture)', 'The image is slightly blurry, which makes it challenging to identify more specific varieties or additional subtle ingredients that might be present in the dish.']",,,
dish_1562698209,"['From what is visible in the image:', ' Cooked beef strips (appears to be grilled or pan-seared)', 'The image is somewhat blurry and shows only these meat strips on a white plate, making it difficult to identify any other ingredients or seasonings that may be present.']",,,
dish_1562698239,"['White medium-grain rice (appears to be steamed/boiled)', 'Beef strips (appears to be pan-seared or grilled)']",,,
dish_1562698276,"['White long-grain rice', 'Beef strips (appears to be flank steak or skirt steak)', 'Fresh broccoli florets']",,,
dish_1562699652,"['Baby spinach leaves', 'Brown rice (appears to be long-grain)']",,,
dish_1562699699,"[' Brown rice (appears to be medium grain)', ' Green leaf lettuce', ' Beef (appears to be cooked steak pieces)', 'The image quality makes it difficult to identify any additional specific ingredients or seasonings with certainty.']",,,
dish_1562700568,"['Cauliflower (appears steamed/boiled)', 'Arugula/Rocket leaves', 'Ground meat (appears to be pork or veal)', 'Pine nuts', 'Mixed lettuce greens', 'What appears to be quinoa or couscous', 'Olive oil (visible sheen on greens)', 'Possibly garlic (small white pieces visible)', 'Note: Some ingredients may be partially obscured or mixed into the dish in a way that makes precise identification challenging, but these are the clearly visible components on the plate.']",,,
dish_1562700593,"['Duck breast (appears to be sliced)', 'Mashed potatoes', 'Arugula/Rocket leaves', 'Caramelized onions', 'Walnuts', 'Green leafy garnish (appears to be parsley)', 'What appears to be a mustard-based dressing/sauce', 'Possible cheese crumbles (visible mixed in salad)']",,,
dish_1562700718,"['Maitake mushrooms (Grifola frondosa, also known as Hen of the Woods)', 'Pork tenderloin (appears seared)', 'Parsley leaf (garnish)']",,,
dish_1562700760,"[' Potatoes (appears to be boiled/mashed)', ' Mushrooms (appear to be sautéed, likely button or cremini variety)', ' Pork or chicken pieces (appears to be cooked/braised)', ' Parsley (finely chopped, visible as green specks)']",,,
dish_1562700931,"['Arugula leaves', 'Cauliflower florets', 'Meyer lemon wedges', 'Mixed salad greens (appears to include frisée)']",,,
dish_1562700957,"['Frisée lettuce', 'Yellow squash', 'Cauliflower (appears steamed or blanched)', 'Meyer lemon wedges', 'What appears to be grilled or baked fish (possibly a white fish fillet)', 'Mixed salad greens (appears to include red leaf lettuce)', 'Red bell pepper strips']",,,
dish_1562702091,"['Baby spinach leaves', 'Shredded carrots', 'Cherry tomatoes', 'Cubed yellow cheese (appears to be cheddar)', 'Cauliflower florets', 'Mixed lettuce leaves (appears to include green leaf lettuce)']",,,
dish_1562702132,"['Baby spinach leaves', 'Shredded carrots', 'Cherry tomatoes', 'Light-colored tuna (appears to be chunk style)', 'Mayonnaise (visible in the tuna mixture)', 'Yellow bell pepper chunks', 'Cauliflower florets', 'Red sauce/dressing (appears to be a tomato-based condiment)']",,,
dish_1562702355,"['Mixed leaf lettuce (appears to include red leaf lettuce)', 'Kalamata olives', 'Pine nuts', 'What appears to be orange-colored dressing droplets']",,,
dish_1562702379,"['Steamed cauliflower florets', 'Mixed baby lettuce leaves (appears to include red leaf lettuce)', 'Black olives', 'Pine nuts (toasted)']",,,
dish_1562702412,"['Mixed salad greens (appears to include butter lettuce and red leaf lettuce)', 'Cauliflower florets (steamed or boiled)', 'Pearl couscous or Israeli couscous (appears seasoned)', 'Red chili pepper (small piece visible)']",,,
dish_1562702441,"['Cauliflower', 'Mixed salad greens (appears to include red leaf lettuce)', 'Watermelon cubes', 'Wheat berries or pearl barley (cooked grain visible)', 'Cucumber pieces', 'Cherry or grape tomatoes']",,,
dish_1562702469,"['Ingredients visible on plate:', 'Beef steak (appears to be medium-cooked)', 'Cauliflower florets', 'Mixed salad greens', 'Cherry or grape tomatoes', 'Brown/wild rice', 'Sautéed mushrooms (likely button or cremini)', 'Caramelized onions']",,,
dish_1562702813,"['From what is visible on the white plate:', 'Red leaf lettuce', 'Purple grapes', 'Note: The lighting and image quality make it somewhat difficult to be completely certain of the lettuce variety, but the coloring and leaf structure appear most consistent with red leaf lettuce.']",,,
dish_1562702853,"['From what is visible in this slightly blurry image:', 'Green leaf lettuce', 'Red grapes', 'What appears to be sliced or shredded cooked meat (possibly roasted beef or pork, though the image quality makes it difficult to determine the exact type)', 'The image quality and lighting make it challenging to identify any additional ingredients with certainty.']",,,
